2023-07-25 20:21:01:628 : $BUMP,1678121259,72121,33.32,42.93,55326.91,32.44,1001.00,-0.12,0.060,12.053,381
2023-07-25 20:21:01:728 : $BUMP,1678121259,72220,33.32,42.95,55326.91,32.44,1001.00,-0.12,0.060,12.053,381
2023-07-25 20:21:01:829 : $BUMP,1678121259,72318,33.32,42.98,55321.46,32.44,1002.00,-0.11,0.060,12.053,380
2023-07-25 20:21:01:929 : $BUMP,1678121259,72416,33.32,42.96,55327.34,32.44,1001.00,-0.12,0.060,12.053,381
2023-07-25 20:21:02:029 : $BUMP,1678121259,72515,33.32,42.80,55321.46,32.44,1002.00,-0.11,0.060,12.053,382
2023-07-25 20:21:02:129 : $BUMP,1678121259,72613,33.32,42.93,55321.46,32.44,1001.00,-0.12,0.060,12.053,381
2023-07-25 20:21:02:233 : $BUMP,1678121259,72711,33.32,42.97,55330.06,32.44,1001.00,-0.12,0.060,12.053,382
2023-07-25 20:21:02:333 : $BUMP,1678121259,72809,33.32,42.93,55327.34,32.43,1002.00,-0.11,0.060,12.053,383
2023-07-25 20:21:02:434 : $BUMP,1678121259,72908,33.34,42.95,55325.91,32.44,1001.00,-0.12,0.060,12.053,381
2023-07-25 20:21:02:534 : $BUMP,1678121260,73006,33.32,42.93,55327.34,32.43,1001.00,-0.12,0.060,12.053,382
2023-07-25 20:21:02:634 : $BUMP,1678121260,73104,33.33,42.95,55327.77,32.44,1002.00,-0.11,0.060,12.053,381
2023-07-25 20:21:02:734 : $BUMP,1678121260,73203,33.34,42.76,55325.91,32.44,1002.00,-0.11,0.060,12.053,381
2023-07-25 20:21:02:834 : $BUMP,1678121260,73301,33.33,42.95,55327.77,32.43,1001.00,-0.12,0.060,12.053,382
2023-07-25 20:21:02:934 : $BUMP,1678121260,73399,33.32,43.00,55327.34,32.43,1002.00,-0.11,0.060,12.053,383
2023-07-25 20:21:03:034 : $BUMP,1678121260,73497,33.33,42.93,55330.50,32.44,1001.00,-0.12,0.060,12.053,382
2023-07-25 20:21:03:135 : $BUMP,1678121260,73596,33.33,42.95,55327.77,32.43,1001.00,-0.12,0.060,12.053,383
2023-07-25 20:21:03:235 : $BUMP,1678121260,73694,33.33,42.96,55322.32,32.43,1002.00,-0.11,0.060,12.053,382
2023-07-25 20:21:03:335 : $BUMP,1678121260,73792,33.33,42.96,55328.21,32.43,1001.00,-0.12,0.060,12.053,382
2023-07-25 20:21:03:435 : $BUMP,1678121260,73891,33.33,42.95,55327.77,32.43,1001.00,-0.12,0.060,12.053,382
2023-07-25 20:21:03:535 : $BUMP,1678121260,73989,33.31,42.96,55323.75,32.44,1001.00,-0.12,0.060,12.053,383
2023-07-25 20:21:03:636 : $BUMP,1678121261,74087,33.33,42.96,55322.76,32.43,1001.00,-0.12,0.060,12.053,384
2023-07-25 20:21:03:736 : $BUMP,1678121261,74185,33.32,42.95,55324.61,32.43,1001.00,-0.12,0.060,12.053,382
2023-07-25 20:21:03:836 : $BUMP,1678121261,74284,33.32,43.14,55324.61,32.43,1002.00,-0.11,0.060,12.053,383
2023-07-25 20:21:03:936 : $BUMP,1678121261,74382,33.33,42.93,55327.77,32.43,1001.00,-0.12,0.060,12.053,383
2023-07-25 20:21:03:936 : $BUMP,1678121261,74480,33.32,42.84,55330.06,32.43,1001.00,-0.12,0.060,12.053,383
2023-07-25 20:21:04:036 : $BUMP,1678121261,74578,33.33,42.97,55325.05,32.43,1002.00,-0.11,0.060,12.053,383
2023-07-25 20:21:04:136 : $BUMP,1678121261,74677,33.33,42.93,55327.77,32.43,1001.00,-0.12,0.060,12.053,384
2023-07-25 20:21:04:237 : $BUMP,1678121261,74775,33.33,42.96,55327.77,32.43,1001.00,-0.12,0.060,12.053,383
2023-07-25 20:21:04:337 : $BUMP,1678121261,74873,33.33,42.93,55322.32,32.43,1001.00,-0.12,0.060,12.053,383
2023-07-25 20:21:04:437 : $BUMP,1678121261,74972,33.32,42.96,55329.63,32.43,1001.00,-0.12,0.060,12.053,384
2023-07-25 20:21:04:537 : $BUMP,1678121262,75070,33.32,42.93,55330.06,32.43,1002.00,-0.11,0.060,12.053,382
2023-07-25 20:21:04:637 : $BUMP,1678121262,75168,33.33,43.14,55322.76,32.43,1001.00,-0.12,0.060,12.053,384
2023-07-25 20:21:04:737 : $BUMP,1678121262,75266,33.33,42.95,55328.21,32.43,1002.00,-0.11,0.060,12.053,384
2023-07-25 20:21:04:838 : $BUMP,1678121262,75365,33.33,43.12,55325.05,32.43,1002.00,-0.11,0.060,12.053,383
2023-07-25 20:21:04:938 : $BUMP,1678121262,75463,33.34,42.95,55328.64,32.43,1001.00,-0.12,0.060,12.053,384
2023-07-25 20:21:05:038 : $BUMP,1678121262,75561,33.33,42.96,55327.77,32.43,1002.00,-0.11,0.060,12.053,387
2023-07-25 20:21:05:138 : $BUMP,1678121262,75660,33.33,42.95,55333.22,32.43,1002.00,-0.11,0.060,12.053,384
2023-07-25 20:21:05:238 : $BUMP,1678121262,75758,33.33,42.96,55330.50,32.43,1002.00,-0.11,0.060,12.053,383
2023-07-25 20:21:05:338 : $BUMP,1678121262,75856,33.33,42.96,55330.50,32.43,1002.00,-0.11,0.060,12.053,384
2023-07-25 20:21:05:439 : $BUMP,1678121262,75954,33.33,42.97,55333.22,32.43,1002.00,-0.11,0.060,12.053,384
2023-07-25 20:21:05:539 : $BUMP,1678121263,76053,33.33,42.96,55327.77,32.43,1002.00,-0.11,0.060,12.053,385
2023-07-25 20:21:05:639 : $BUMP,1678121263,76151,33.33,42.95,55322.32,32.43,1002.00,-0.11,0.060,12.053,384
2023-07-25 20:21:05:739 : $BUMP,1678121263,76249,33.33,42.93,55328.21,32.43,1001.00,-0.12,0.060,12.053,385
2023-07-25 20:21:05:839 : $BUMP,1678121263,76348,33.33,42.96,55325.05,32.43,1002.00,-0.11,0.060,12.053,385
2023-07-25 20:21:05:939 : $BUMP,1678121263,76446,33.34,42.96,55328.64,32.43,1001.00,-0.12,0.060,12.053,385
2023-07-25 20:21:06:039 : $BUMP,1678121263,76544,33.33,42.96,55330.50,32.44,1001.00,-0.12,0.060,12.053,385
